,0,1,2,3,4,5
570,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/tamil-scholars-contributions-hailed/article4423855.ece,national,tamilnadu,Tamil scholar’s contributions hailed,"Tamil scholars waxed eloquent on Catholic priest Xavier S.Thaninayagam at the inauguration of his centenary celebrations in Loyola College on Saturday. Former vice-chancellor of Tanjavur Tamil University E. Sundaramurthy said Fr.Thaninayagam was a scholar who exalted Tamil at the world level. “Youth should understand the need for emulating such hard work.” Mr.Sundaramurthy also reiterated the words of another Tamil scholar who claimed Fr.Thaninayagam was an icon of the Tamil language. He also pointed to Arignar Anna’s words describing the contribution of Fr.Thaninayagam to Tamil. “Fr. Thaninayagam traced many Tamil manuscripts at libraries across Europe.” Tamil scholars Avvai Natarajan, Kaviko Abdul Rahman and vice-chancellor of SRM University M. Ponnavaiko were among those spoke. Many of the scholars reminisced about the contributions of Fr. Thaninayagam. Tamil festivals and such centenary celebrations also contribute to the growth of Tamil, said Professor Ponnavaiko. Celebrations of Tamil festivals spread to other parts of the world because of the efforts by Fr. Thaninayagam, who was professor and head of Indian Studies, University of Malaysia, from 1961 to 1969. When Oriental scholars met in Delhi in January 1964, Fr. Thaninayagam was instrumental in convening a meeting of the Tamil scholars. The International Association for Tamil Research organised the first International Tamil conference-cum-seminar in 1966 in Kuala Lumpur. Fr. Thaninayagam, hailed as the ‘Roving Ambassador par excellence of Tamil’ during his lifetime, learnt European languages such as Latin, Italian, French, Portuguese, German and Spanish. Fr. Thaninayagam, born on August 12, 1913, founded ‘Tamil Culture,’ a quarterly journal in 1952, and attracted scholars from foreign countries. His idea of inaugurating the International Association of Tamil Research received support from Tamil scholars of other countries.",0
571,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/SI-opens-fire-on-violent-mob/article15249369.ece,national,andhrapradesh,SI opens fire on violent mob,"Special Correspondent SI and constable sustain injuries Case registered against many people KADAPA: Kamalapuram Sub-Inspector Prabhakar opened four rounds of fire in the air to quell a violent mob which attacked him with sticks, stones and bricks while he was taking away one Narayanaswamy, whom the people of Ramnagar Colony in Kamalapuram suspected to be a child-lifter and thrashed him after tying him to an electric pole on Wednesday night. Mr. Prabhakar and a constable Nagaraju sustained minor injuries in the attack. The Kamalapuram SI and his staff rushed to the spot on coming to learn about the incident, freed Narayanaswamy and were taking him to the police station when a mob attacked the SI resulting in the latter opening fire in the air to quell the mob. Subsequently, people surrounded the police station and the policemen resorted to a lathicharge to disperse them. The police quoted Narayanaswamy as saying that he belonged to Bugga Ankireddipalle village in Tadipatri mandal in Anantapur district and was working as a mason in Kamalapuram area. The man who was drunk was seeking food from local people, when they took him to task on suspicion. Narayanaswamy was admitted to RIMS with severe injuries. Kadapa Superintendent of Police Mahesh M. Bhagwat inspected the place of the attack. Kamalapuram police registered a case of attempt to murder, rioting and obstructing a Government servant from discharging duties against an unspecified number of local people. Ex-councillor thrashed In another incident, a former councillor of Kadapa, Santhi Kumar, and Sriram Singh of Bihar, who were allegedly in a drunken condition, were beaten up by people in Annavaram village in Chapadu mandal around Wednesday midnight, on the suspicion of being child-lifters. Kumar’s relative Mallesh fled from the scene. Proddatur rural police recovered two blades and two packets containing different types of powder from the duo.",1
572,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Two-found-murdered/article14855644.ece,national,tamilnadu,Two found murdered,"Two youths, R. Prabhu (20) and S. Mathiazhagan (17), were found murdered with multiple injuries in the Vaigai river on late Wednesday night. The police have picked up two persons, V. Pandi, an autorickshaw driver from Ellis Nagar, and K. Palani of Mathichiyam.",0
573,http://www.thehindu.com/todays-paper/staying-execution-in-rajiv-case-high-court-to-hear-cruelty-plea/article2413239.ece,None,None,"Staying execution in Rajiv case, High Court to hear cruelty plea","The three condemned prisoners in the Rajiv Gandhi assassination case got a reprieve on Tuesday, with the Madras High Court staying their execution, due to be carried out on September 9. A Division Bench, comprising Justices C. Nagappan and M. Sathyanarayanan, passed the interim order on petitions by Perarivalan, Santhan and Murugan. As the matter involved the consideration of a question of law, the petitions were being admitted and there would be an interim injunction, the Bench said. Additional Solicitor-General M. Ravindran and Advocate-General A. Navaneethakrishnan took notice for the Central and State governments. The Bench said the counter should be filed in eight weeks. As soon as the order was dictated in the court hall, there were joyous shouts inside and outside. Slogans were raised on the court premises. Crackers were burst in front of the court. The petitioners' main contention was that the delay in disposal of the mercy petitions by 11 years and four months made the execution of the death sentence “unduly harsh and excessive,” amounting to violation of their right to life under Article 21 of the Constitution. The sentence of death after 20 years of incarceration was “unjust and inhuman.” The High Court's — and, eventually, Supreme Court's — ruling on the present matter will have implications for other high profile convicts on death row, including Afzal Guru and Davinder Pal Singh Bhullar, who have cited the lengthy delay in the disposal of their own mercy petitions as grounds for clemency. Santhan and Murugan submitted that the jurisprudence in this issue was clearly developed by the Supreme Court. The consistent position was that if the delay was shown to be excessive and unjustified in the facts of the case, execution of the death sentence would amount to harsh and inhuman punishment violative of Article 21. The court should commute the death sentence. Senior advocates Ram Jethmalani, R. Vaigai and Colin Gonsalves, appearing for the prisoners, argued that the long delay rendered the death penalty illegal and unconstitutional. MDMK general secretary Vaiko, Perarivalan's mother Arputhammal and film director and leader of the Naam Tamizhar Iyakkam Seeman were among those present in the court hall. There was jubilation on the court premises after the order. Members of various organisations raised slogans demanding the abolition of the death penalty. Fighting back tears, Arputhammal said the three were innocent. They should be allowed to live. She thanked all those who struggled for the cause of her son and those who had brought a resolution in the Legislative Assembly appealing for commutation of their sentence.",1
574,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/order-on-proper-register-cards-draws-flak/article8605952.ece,national,karnataka,Order on proper register cards draws flak,"The announcement by the Department of Survey, Settlement and Land Records to declare those properties for which owners have not furnished documents required to avail property register (PR) cards, as government-owned property has drawn flak from various quarters. What is a PR card? The PR card, issued under Urban Property Ownership Records Project (UPORP), is a document that contains information on the location, measurement, boundaries, transactions, built-up area, ownership rights, tax paid and past encumbrances related to the property. It has been made mandatory to furnish these cards for the sale of property within the city limits. It may be mentioned here that the department had recently asked property owners within Shivamogga city limits to submit the necessary documents and applications within 30 days to avail their PR cards. Government-owned property Munish Moudgil, Commissioner with the Department, has said that those properties for which ownership documents were not furnished with PR card applications within the stipulated time, would be termed properties without necessary ownership records under section 67 of the Karnataka Land Revenue Act, 1954 and the government would be declared the owner of these properties. This decision has evoked strong criticism from the public. K.M. Ashok Yadav, of Anna Hazare Horata Samiti, said that the decision created a lot of apprehension among the people. Of the 93,000 properties in city limits, the documents needed for PR cards have been furnished only for 55,000 properties so far. The owners of properties located in old residential areas, including Kote Road and Gandhi Bazaar, do not have records to claim ownership over the property they possess. There are complaints of inordinate delay in issuance of PR cards owing to the menace of middlemen and technical glitches at the department. Prior to setting a deadline to avail PR cards, the department should have held consultations with the people to listen to their grievances over UPORP, Mr. Moudgil said. Meeting held Meanwhile, a delegation of leaders from the Congress have met Revenue Minister V. Srinivas Prasad during his visit to the city recently, and requested him to direct the department to withdraw the order. The chairperson of Shivamogga Urban Development Authority N. Ramesh, who was part of the delegation, has said that most city residents are ignorant of the process of availing PR cards. It is necessary to create awareness among the people about the issue. The pace of issuance of PR cards was also not on expected lines. Furthermore, he pressed for withdrawal of the order making it mandatory to furnish PR cards for property transactions in the city. Decision to be revoked Mr. Prasad has told the delegation that he would direct the department to withdraw the order and take necessary measures to expedite the process of issuance of PR cards. The problems Those properties, for which ownership documents were not furnished with property register card applications within the stipulated time, would be declared government-owned properties, under Section 67 of the Karnataka Land Revenue Act, 1954. The owners of properties located in old, residential areas in the district do not have records to claim ownership over the properties they possess. There are complaints of inordinate delay in issuance of PR cards owing to the menace of middlemen and technical glitches at the department.",0
575,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/salem/article5899062.ece,national,tamilnadu,SALEM,"Kavery Engineering College and The Kavery College of Engineering, Mecheri: Graduation day, Institution Premises, 9.30 a.m. Sona College of Technology, Salem: Conference on “Social, Mobile, Analytics and Cloud” NCSMAC-2014, ECE Conference Hall, 9.30 a.m.; Seminar on “Industrial Engineering Concepts and Quality Assurance Techniques Prevailing in Garment Industries”, organised by School of Garment and Fashion Technology, CV Raman Hall, 10 a.m. Success Media: Jurassic Park Entertainment Expo, at Jawahar Mill Ground, 4 p.m. NAMAKKAL CMS College of Engineering: Workshop on “Meeting Corporate Challenges”, organised by Department of Management Studies, MBA Seminar Hall, 9.30 a.m. Muthayammal College of Arts and Science, Rasipuram: Achievers Day, organised by Placement Cell, College Conference Hall, 2 p.m.",0
576,http://www.thehindu.com/todays-paper/tp-in-school/TS-proposes-12-p.c.-quota-for-minorities/article17064358.ece,in-school,None,TS proposes 12 p.c. quota for minorities,Chief Minister K. Chandrasekhar Rao has asserted that his government was committed to implementing 12 per cent reservation to minorities as assured and steps had been initiated to introduce a legislation in the State Legislature during the forthcoming budget session. - The Hindu,0
577,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/bjp-team-visits-rainhit-areas/article5280121.ece,national,andhrapradesh,BJP team visits rain-hit areas,"A team of BJP leaders headed by Nizamabad MLA Y Lakshminarayana visited rain-hit areas in Nelakondapalli, Bonakal, and Khammam urban mandals on Sunday. Later, talking to mediapersons, he said the standing cotton, paddy, maize and other crops bore the brunt of heavy rains in the last couple of days in vast tracts of agricultural fields in several villages in the district. He demanded that the government immediately sanction adequate compensation to rain-hit farmers for crop losses. He wanted the government to press into service CCI and Marfed to purchase the discoloured cotton and paddy at the minimum support price from the rain-affected farmers. Relief He asked the government to initiate urgent measures to provide concrete relief to the rain hit farmers. BJP district president K Sridhar Reddy, BJP Kisan Morcha district president K Govardhan and others were present. Nizamabad MLA urges government to ask CCI and Marfed to purchase discoloured cotton and paddy",0
578,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Capacity-building-programme-for-forest-veterinarians/article17304394.ece,national,tamilnadu,Capacity building programme for forest veterinarians,"A capacity building training programme for forest veterinarians was organised by the Department of Forest, the Department of Animal Husbandry, environmental organisation OSAI and Wildlife Trust of India at the Forest Training Centre in Mudumalai on Tuesday. “Tamil Nadu has very few trained veterinarians who can be engaged during wildlife operations,” said K. Kalidass from OSAI. The training programme is aimed at increasing the number of trained veterinarians who can capture and contain wild animals effectively. The programme is targeted at veterinarians working in conflict-prone areas and places with good forest cover such as Coimbatore, Nilgiris, Erode, Tirupur, Dindigul, Theni, Salem, Dharmapuri, Krishnagiri, Virudhunagar, Tirunelveli and Kanyakumari districts. On Tuesday, sessions were held on the roles of veterinarians in wildlife management, capturing and translocating animals, the status of wildlife conservation in Tamil Nadu, an overview of man-animal conflicts in the region as well as ecology of wild animals and identification of wild animals using indirect evidence. Forest veterinarian N.S. Manoharan shared his experience of capturing and translocating wild tuskers and other animals. “The role of veterinarians in conservation and mitigating man-animal conflicts has definitely increased. Our roles also extend to disease prevention and prophylactic treatment of captive animals such as elephants,” he said. The programme is set to continue on Wednesday as well.",0
579,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Tributes-to-Bhagat-Singh/article16523523.ece,national,andhrapradesh,Tributes to Bhagat Singh,"Special Correspondent Guntur: Members of Forum for Better Bapatla and E.L. Narayana Society paid rich tributes to Shaheed Bhagat Singh on his 103rd birth anniversary on Monday. Floral tributes were paid to the great leader by garlanding his statue near old Bus Stand at Bapatla. The members raised slogans eulogizing the bravery and valour of the leader, who fought for freedom of the country. Better Bapatla convener P.C. Sai Babu said that Bhagat Singh was an unparalleled brave patriot, who happily went into the gallows for the honour and freedom of the country. Other speakers said that India was fortunate to have such a bright jewel as Bhagat Singh in her glorious necklace. The Narayana Society members remembered the Bhagat Singh’ s revolutionary struggle, which was not just aimed at getting freedom, but to build an exploitation free, classless society. Bhatat Singh had become a peoples’ hero during his lifetime in the country. He was not only a revolutinary activist, but also a thinker and writer of a very high calibre, they added.The EL Narayana Society president K. Sudhakara Rao was also present on the occasion.",0
580,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Seven-file-papers-in-Tumkur/article16818836.ece,national,karnataka,Seven file papers in Tumkur,"Staff Correspondent TUMKUR: Seven candidates, including three Congress leaders, have filed their nominations for the Election to the Legislative Council from Local Bodies of Tumkur district. Under the terms of alliance entered into by the Congress and the Janata Dal (Secular), the Tumkur seat is left to the latter. However, three Congress leaders are among the seven candidates who have filed their nominations. The Janata Dal (S) candidate M.R. Hulinaiker and B.D. Gopalakrishna of the Bharatiya Janata Party filed their nominations on Tuesday. The other nominations received are: G.J. Rajanna, Y. Nagaraj, H.B.S.N. Gowda (all Congress); T.H. Krishnappa (JD-S), and B.S. Prasad. V.S. Ugrappa, Leader of the Opposition in the Legislative Council, who holds the Tumkur seat, was conspicuous by his absence when Dr. Hulinaiker filed his nomination. So also, Anita Kumaraswamy, Madhugiri MLA. S. Suresh Kumar, Minister in-charge of Tumkur district, was absent when Mr. Gopalakrishna filed his nomination. S. Shivanna, Tumkur MLA, said: “Mr. Suresh Kumar has better work elsewhere.”",0
581,http://www.thehindu.com/todays-paper/tp-national/tp-mumbai/teachers-union-protests-sacking-of-junior-faculty/article19680911.ece,national,mumbai,Teachers’ union protests sacking of junior faculty,"Teachers affiliated to Mumbai Junior College Teachers’ Union on Wednesday protested against the sacking of three junior faculty members of K.J Somaiya College of Arts and Commerce in Vidyavihar. Meera Kulkarni, a permanent faculty member who taught Marathi in the aided section, was allegedly asked to quit early this year as the department had less workload. Ms. Kulkarni, who was present at the protest, said,“One day the management summoned me and told me that my services were not required anymore. They said not many students had opted for Marathi as their second language. Our department comprised just two teachers, yet I was asked to quit. It is unfair.” Mannudevi Singh, a junior college teacher of commerce in the unaided section, said she was sacked without being issued a notice. She said, “I have been working for the past four years. Every year, after the last working day on April 30, I rejoin from mid-June. This year, I was told to join from August when the new batch begins. On asking who would take classes for Class XII students, I was told that it will be taken care of.” Ms. Singh added, “I and two of my colleagues were told that teachers would be interviewed every year to decide if the management wanted to continue with them or not. If I had a hint of this, I would have looked for other options. Now I am facing unemployment.” ‘Unfair and baseless’ Shriprakash Dixit, vice-president of the union said, “We stand by the teachers. Their termination is unfair, baseless and unjustifiable. The teachers are well-versed in their subjects and have been more than four years of experience.” Other teachers of the college expressed their concern about the issue but did not take part in the protests.",1
582,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Honour-for-toppers/article16116124.ece,national,andhrapradesh,Honour for toppers,"Padmasaliya Seva Sangham president Avvaru Subbarayudu and leaders presented Padmasaliya Pratibha Puraskaram 2010 to 11 poor students of the community who secured good marks and ranks in SSC, Intermediate and EAMCET, at a programme in Padmasaliya kalyanamandapam here on Sunday. The puraskaram was being presented for the sixth successive year with a view to promoting poor Padmasliya students to excel in education and provide hostel facility to them, Mr. Subbarayudu said. Founder-president Avvaru Venkatasubbaiah said “free marriage parichaya vedika” was being conducted for people of Padmasaliya community on the last Sunday of every month. Vanabhojanam would be organised in Karthika month on November 28. Padmasliya Education Committee chairman Mamilla Chinna Venkatasubbaiah called upon parents to encourage their students to excel in studies and pave way for a bright future to them. Prizes were given away to winners of competitions conducted for women and children. Boys and girls gave cultural performances later. The puraskarams comprising Rs. 2,500, a gold medal and citation were presented to Avvaru Anusha and Kanchu Venkata Gangadhar (SSC), Chittiveri Mahesh Babu, Vanamala Vanipriya and Chenna Venkata Purnima (Intermediate) and Mamilla Venkatasai Raviteja and Vootla Narayana (EAMCET). The puraskaram (second prize) of Rs. 2,000, gold medal and citation were given away to Seela Aishwarya and Byri Tejasri (SSC), Kanala Sai Venkatesh and Gontumukkala Tejaswi (Intermediate). Padmasliya Seva Sangham secretary Ukkadala Padmanabhaiah, vice-presidents Janapati Balayanadaiah, A.V. Subbarayudu, Vootla Venkatasubbaiah, treasurer B.V. Subbarayudu and joint secretary Donthu Chengaiah participated.",0
583,http://www.thehindu.com/todays-paper/tp-features/tp-metroplus/4/article4514096.ece,features,metroplus,4,Rope Alfred Hitchcock You have to give it to Hitchcock. The entire movie was shot from a room and shows either the happenings inside the room or Jeff’s view from the room but Hitchcock ensures you are glued to the screen by his vivid screenplay and direction. It didn’t hurt that he had powerhouse performers like Stewart and the mesmerising Grace Kelly.,0
584,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/two-students-drownin-janjhavati/article2059077.ece,national,andhrapradesh,Two students drownin Janjhavati,"Two 15-year-old students from Visakhapatnam went missing in the Janjhavati near Rayagada on Saturday. The Rayagada police said they were part of a group of three students who had come to visit Majhighariani temple in Rayagada. The missing students were identified as P. Uday and V. Tirumala Rao. With the river flowing at a distance of just 200 metres from the temple, the students decided to take a bath in it before visiting the temple. The third member of the group N. Kartik was on the banks of the river guarding their dresses and other belongings when the incident took place. Bodies of the victims could not be traced till reports last came in.",0
585,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/bus-driver-conductor-assaulted/article12548221.ece,national,tamilnadu,"Bus driver, conductor assaulted","Tension prevailed on Saturday evening, when a group of students clashed with a MTC bus driver and conductor near Kilpauk. According to the police, the group, believed to be hostellers of Dr. Ambedkar Law College, was on board bus route no. 22 and got off at Millers Road, when another bus 23C brushed past one of the students. The group followed the bus and assaulted the bus driver and conductor. Some other drivers who were nearby also joined the agitation and police came to quell the unrest. The driver, Albert and conductor Senthil Kumar were taken to Rajiv Gandhi Government General Hospital.",0
586,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/holi-celebrated/article3164663.ece,national,karnataka,Holi celebrated,"Staff Correspondent MYSORE: The spirit of Holi gripped Mysore on Tuesday as men, women and children splashed colour on each other in joy and revelry.",0
587,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Schools-colleges-closed-today/article16202091.ece,national,andhrapradesh,"Schools, colleges closed today","Managements of several educational institutions, especially schools have announced a holiday on Monday due to the State-wide bandh called by Telugu Desam on Monday. The party was protesting the arrest of its president N. Chandrababu Naidu and other leaders by Maharashtra police when they tried to visit Babli project. Cinema halls, petrol-filling stations and markets are likely to remain closed till evening as TD activists are planning to take out rallies in the morning and they may also force shopkeepers to down the shutters. Party leaders here have requested educational institutions and other private establishments in twin cities to cooperate with them and make bandh successful. S. Sreenivas Reddy, convenor, Andhra Pradesh Recognised Private Schools Managements Association, has said that schools would be closed in anticipation of tense situation due to bandh. While MMTS services are likely to run, the APSRTC has indicated that the operation of buses will depend on the situation prevailing tomorrow. However, the entire district bound buses left for their respective destinations on Sunday night. As for IT and ITES firms, respective managements were yet to announce any decision. During the recent country-wide bandh called by all the Opposition parties in protest against the fuel price hikes, most firms asked their staff to work from home. Additional Commissioner of Police (Coordination) Ch. Dwaraka Tirumala Rao said instructions were given to all the five zonal DCPs to keep a constant vigil on trouble-mongers and intensify patrolling in trouble-prone areas. Special pickets would be posted to prevent any untoward incidents, he added. OU counselling Osmania University has rescheduled the counselling for the postgraduate courses, which was to start on Monday, due to the TDP bandh. The M.Sc (Chemistry) counselling for 1 to 400 rankers, supposed to be held tomorrow, would now be held at 8 a.m. on July 20. Similarly, counselling for M.Sc (Computer Sciences) and M.A. (Economics) would now be held on July 26, Director of Admissions, B. Rajeshwar Reddy said. Detailed counselling schedule is available on www.osmania.ac.in.",1
588,http://www.thehindu.com/todays-paper/tp-features/tp-downtown/Small-bus-service-between-Nemilichery-and-Chromepet-sought/article15006133.ece,features,downtown,Small bus service between Nemilichery and Chromepet sought,"The Metropolitan Transport Corporation regularly receives requests from residents across the city to ensure small buses are introduced in their neighbourhoods, enabling access to interior areas. Among the latest such requests is a call for a small bus service between Chromepet and Nemilichery (not to be confused with the Nemilichery that is around 30 kilometres away and through which the Outer Ring Road courses). The Nemilichary in question is around 4 kilometres from Chromepet and introduction of a small bus between these localities would benefit residents of Jain Nagar, Maruthi Nagar, A.K. Nagar and A.G.S. Colony, Hasthinapuram. In fact, the request for the service has come from these residents. K. Kumar, a resident of AGS Colony, says, “There are no direct bus services between Nemilichery and Chromepet. Even share autorickshaws don’t ply between these localities. Residents either rely on private transport or walk up to the Hasthinapuram bus terminus to reach Chromepet. If small buses are introduced, covering these areas, it would be of immense help to commuters, especially senior citizens.” AGS Colony, off Rajendra Prasad Road, is a thickly-populated residential area and is proximate to Chitlapakkam and Chromepet. Most of the residents belong to the middle-income group and spending on autorickshaws on a daily basis will eat considerably into their budgets. “Commuting by MTC buses to Hasthinapuram from Chromepet and other areas is an ordeal. The frequency of the services 66A (Hasthinapuram to Kundrathur), M52 (Hasthinapuram to Pozhichalur), M18G (Hasthinapuram to Guduvanchery), 52B (Hasthinapuram to Broadway) and 500A (Hasthinapuram to Chengalpet) should be increased, and new services should be introduced,” commuters point out. “Also, several representations to the MTC officials to introduce direct buses to north Chennai and various parts of south Chennai from the Hasthinapuram bus terminus have gone in vain. Buses to Anna Square, Poonamalle, Avadi, Thiruvanmiyur, Adyar and Ambattur should be introduced from the terminus. Now, we have to go to Chromepet to take a bus for north Chennai.” Commuters also complain about the lack of basic civic amenities at the terminus. “The bus terminus does not have proper toilets, clean drinking water, spacious shelters and an adequate seating arrangement,” K Rajendran, one of the commuters, says. Efforts to contact the MTC authorities proved futile.",0
589,http://www.thehindu.com/todays-paper/tp-national/tp-telangana/international-conference-at-nit/article7929477.ece,national,telangana,International conference at NIT,"The Department of Mathematics is organising a three-day international conference on ‘Computational Heat and Mass Transfer’ from November 30 to December 2 at National Institute of Technology (NIT) campus. The conference includes inaugural function, a keynote talk, eight invited lectures, 250 paper presentations and valedictory session. There are about 250 participants presenting their research work and they include scientists, engineers and academicians from India and abroad, according to the organising secretary D. Srinivasacharya.",0
590,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/metro-services-disrupted-after-train-breaks-down/article19750022.ece,national,kerala,Metro services disrupted after train breakdown,"Services of the Kochi metro were disrupted for 30 minutes on Sunday morning after a train broke down at Edappally station. A spare train arrived from the metro’s coach-maintenance depot at Muttom and towed the stranded train to the depot for repair works. The technical issue is being addressed. Passengers would have had to be evacuated had the train encountered the snag while away from the station. “Similar issues are common in other metros,” metro sources said. This is the third snag reported in the metro since its operations began in June. CMRS inspection Commissioner of Metro Railway Safety (CMRS) K.A. Manoharan and a team of officials under him will inspect five metro stations in the five-km-long Jawaharlal Nehru International Stadium-Maharaja’s College Ground corridor on Monday and Tuesday. The inspection will start at 9 a.m. and will cover Kaloor, Lissie Hospital and M.G. Road stations. The team will inspect station access, signage, safety measures, technical aspects and station controls. Chief Minister Pinarayi Vijayan is slated to inaugurate the corridor at a function to be held at Town Hall on October 3, if the CMRS issues safety certificate for the stretch. Union Minister of State for Urban Development Hardeep Singh Puri will preside. The number of trains operating in the metro system will go up from six to nine once the metro reaches Maharaja’s College Ground. The fare for the 18-km-long Aluva-Maharaja’s College Ground stretch will be Rs. 50. Van feeder services Meanwhile, Kochi Metro Rail Limited (KMRL) has informed that it has begun feeder van services from Aluva, Kalamassery, Edappally and Palarivattom metro stations, to provide last-mile connectivity for commuters. They will be available between 7.30 a.m. and 10.30 a.m. and 4.30 p.m. and 8 p.m. Kochi-1 smart cards too will be accepted in the vans. The services will shortly be made available at all 16 stations in the Aluva-Maharaja’s College Ground corridor, in a phased manner. Already, feeder vans operate in 13 routes and feeder autorickshaws in 54 routes. Route maps are available at stations.",0
591,http://www.thehindu.com/todays-paper/tp-national/preparations-on-to-make-karnataka-plasticfree/article8347272.ece,national,None,Preparations on to make Karnataka plastic-free,"It’s the calm before the storm as the Karnataka government machinery prepares to impose the plastic ban in the coming week. With the issuing of the notification, the plastic ban has been technically in force since Friday — making even the sale of common use items such as plastic forks, spoons, cups and plates illegal. Traders who talked to The Hindu said the enforcement should not begin until their stocks, bought over the past few months, are exhausted. “Unfortunately, with the notification, it is becoming difficult to sell the plastic products … the raids by civic authorities began even as the draft notification was made public,” said a trader. However, the “strict” enforcement of the rule is expected to commence from Monday. “We will start doing random checks on traders and industries from Monday itself. Since the ban is in force, there is no leniency — because plastic manufacturers have known about the rules over the past few months,” said Lakshman, Chairman of the Karnataka State Pollution Control Board. Similarly, Anil Kumar T.K., Secretary (Urban Development and Municipal Administration), said as officials across the State had been trained to crack down on plastic lesser than 40 microns thickness, it should “not be difficult” to enforce a broader ban. “As soon as the notification is studied, instructions will be passed on to all urban local bodies.” Shopkeepers happy The ban is in principle supported by shop-keepers. For instance, at the busy Russel Market, where thousands are given plastic bags for vegetables, dry fruits and meats, the local association — which represents more than 480 shops in the iconic complex — has started the process of doing away with plastics in the complex. “This is the right time to impose the ban. We have told the traders to do away with plastics to reduce the piling garbage close to our market. Now, with the ban, we will ensure all shopkeepers use cloth or paper bags within a fortnight,” said Mohammad Idres, general secretary of the Russel Market Traders’ Association. Similarly, traders at K.R. Market, where 1,300 shops see vendors giving out more than 200 kg of plastic bags daily, believe penalties can ensure strict implementation of the ban. Plastic assn. to move court Suresh Sagar, honorary secretary of the Karnataka State Plastic Association, has said there was no option but to go to the court. “The draft plastic rules of the Central Government proposes to ban plastic bags of 50 micron thickness or lesser. Why can’t the State government follow this instead of a blanket ban?” he said, adding that the expectation of reductions in solid waste was “unrealistic”. He believed more than 350 plastic industries would be directly affected — particularly those manufacturing plastic bags and cling wraps. A majority of these are small-scale industries.",0
592,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/POWER-SHUTDOWN/article14989060.ece,national,kerala,POWER SHUTDOWN,"Power supply will be regulated on Tuesday between 9 a.m. and 5 p.m. to the following places: Kaloor section: Sastha Temple Road, Manappatty Parambu; Thevakkal section: Pathadippalam to Toll Junction and Netaji Nagar to Kaippadamugal areas; Kumbalangi section: Poopana to Kumbalangi north end, Kallancherry, Azheekkakam and St. Mary’s; Palluruthy section: Kumbalangi Vazhi, Dolley’s Convent and Janatha Junction; Thrikkakara section: Central Excise and TV station premises; Thrikkakara West: Pulikkilam and nearby areas; Girinagar section: Elamkulam Junction to Mattalil Temple; Thoppumpady: Moolamkuzhy Beach Road to Nazreth, Statue Junction, Mathuttiparambu, Kallungulam junction; Thevara section: Konthuruthy and nearby areas, according to a press release from the Kerala State Electricity Board control room.",0
593,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/man-held-on-charge-of-peddling-ganja/article5095300.ece,national,kerala,Man held on charge of peddling ganja,"Personnel attached to the Kollam Excise circle office arrested a 65-year-old man on Wednesday on the charge of peddling ganja in the vicinity of the Mulavana Ayurveda Hospital. Excise Circle Inspector B. Suresh gave the identity of the arrested person as Jacob Yohanan, alias Jake. Mr. Suresh said Jake was an inveterate drug peddler catering to a large group of addicts, most of them youngsters. 220 g of ganja was seized from him at the time of arrest. His area of operation was mainly Mulavana, Kundara, Padappakara, and Chittumala. He used to source ganja from Tenkasi, Shencottah, Tirunelveli, and Mettupalayam in Tamil Nadu. He used to bring the drug by Tamil Nadu Transport Corporation buses coming into Kerala. He was arrested by a team headed by Excise Inspector M. Mahesh. The team also comprised Preventive Officers D. Mohanan and K.R. Mohanachandran and Civil Excise Officers Arun Antony, Manoj Lal, Srrejayan, Anil Kumar, and Pradeep. Mr. Suresh said that the Excise Department had intensified vigil against drug peddling and illicit-liquor trade in view of the Onam season. The public are requested to pass on any information they get on such activities to the Excise personnel on ph: 9496002862, 0474 -2768671 or 9447714924.",0
594,http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/Cultural-festival-concludes/article16640419.ece,national,newdelhi,Cultural festival concludes,"NEW DELHI: A two-day annual cultural and management festival organised by the Lal Bahadur Shastri Institute of Management, Delhi, ended in the Capital on Wednesday. Renowned fusion band “Vedanta” also performed at the festival.",0
